Type of Repo,Repo Name,Repo GiniIndex,File GiniIndex,Class GiniIndex,Method GiniIndex,File GiniIndex Info,File GiniIndex Error,File GiniIndex Warning,File GiniIndex Debug,File GiniIndex Trace,File GiniIndex Fatal,Class GiniIndex Info,Class GiniIndex Error,Class GiniIndex Warning,Class GiniIndex Debug,Class GiniIndex Trace,Class GiniIndex Fatal,Method GiniIndex Info,Method GiniIndex Error,Method GiniIndex Warning,Method GiniIndex Debug,Method GiniIndex Trace,Method GiniIndex Fatal
DataScience,pyvarinf,0.799999988,0.799999987,0.799999988,0.799999988,0.799999988,,,,,,,,,,,,0.799999988,,,,,
DataScience,style-transfer,0.799999968,0.666666667,0.666666667,0.666666667,0.666666667,,,,,,0.666666667,,,,,,0.666666652,,,,,
DataScience,Seq2Seq-Vis,0.52,0.615805488,0.654545449,0.739857872,0.652892562,0.909090882,0.909090882,,,,0.727272761,,0.909090882,,,,0.58008659,,0.909090882,,,
DataScience,neural-style,0.799999988,,,,,,,,,,,,,,,,,,,,,
DataScience,machine_learning_examples,0.791825597,0.531690232,0.813182538,0.701359852,0.529921282,,,,,,0.87915346,,,,,,0.820093636,,,,,
DataScience,Machine-Learning-API-Tutorial,0.774999988,0.716848008,,0.776280357,0.685714308,,,,,,,,,,,,0.714285714,,,,,
DataScience,wikipedia-question-generator,,,,,,,,,,,,,,,,,,,,,,
DataScience,DeepLearn,0.790697639,0.674006804,0.849350593,0.640790044,0.640151515,0.974999985,,,,,0.953571445,,,,,,0.724999987,0.974999985,,,,
DataScience,caffe-with-spearmint,0.678260884,0.57063634,0.799999988,0.595348818,0.608695665,,,,,,0.799999988,,,,,,0.690909076,,,,,
DataScience,pu-learning,0.79999999,0.586359301,,0.75,0.682432432,,,,,,,,,,,,,,,,,
DataScience,platoon,0.796330303,0.721067907,0.730323199,0.814727983,0.681520285,,,,,,0.778077297,,,,,,0.729437245,,,,,
DataScience,ignite,0.605405385,0.926183024,0.940353764,0.907182731,0.898581202,,,,0.989071065,,0.973963319,,,,,,0.915983588,,,,0.989071065,
DataScience,Fast-RCNN,0.71111113,0.640967423,0.638888889,0.65909092,0.638888889,,,,,,0.6875,,,,,,0.625,,,,,
DataScience,FaceDetection_CNN,0.66666664,0,,0,0,,,,,,,,,,,,,,,,,
DataScience,pytorch_geometric,0.738686142,0.945291734,0.92498734,0.947899314,0.909669278,,0.992211869,,,,0.973171109,,0.992211869,,,,0.97663554,,0.992211869,,,
DataScience,ssd_tensorflow_traffic_sign_detection,0.80000001,0.605857341,,0.648148148,0.611111111,0.833333308,,,,,,,,,,,0.708333312,0.833333308,,,,
DataScience,darkon,0.69999999,0.927944807,0.911764702,0.930946277,0.911764702,,,,,,0.911764702,,,,,,0.911764702,,,,,
DataScience,BitcoinForecast,0.713043493,0.393603926,,0.426666659,0.561403495,,,,,,,,,,,,0.333333333,,,,,
DataScience,audit-ai,0.799999983,0.889661827,0.947368414,0.899749441,0.870813402,,,,,,,,,,,,0.929824598,,,,,
DataScience,deep-text-classifier-mtl,0.778947378,0.640217839,0.8,0.799999983,0.610526323,,,,,,0.8,,,,,,0.8,,,,,
DataScience,doccano,0.778947378,0.893964836,0.889270717,0.910016913,0.862880886,,,,,,0.878947337,,,,,,0.878947337,,,,,
DataScience,nlp,0.734814815,0.495338495,,0.736168267,0.63492066,,,,,,,,,,,,0.838518533,,,,,
DataScience,cnn-assignments,0.799999968,0.846192345,0.936842102,0.832969981,0.802631611,,,,,,0.917293245,,,,,,0.862478791,,,,,
DataScience,MobileNetworks,0.800000013,0.589338027,0.888888882,0.822553875,0.666666645,,,,,,,,,,,,0.888888874,,,,,
DataScience,theano_alexnet,0.78974357,0.399731639,0.807692339,0.640334359,0.457894743,,,,,,0.866666632,,,,,,0.461290337,,,,,
DataScience,deep-learning-models,0.799999988,0.451526306,0.888888862,0.525876872,0.358974366,,,,,,,,,,,,,,,,,
DataScience,deepchem,0.761187228,0.781254928,0.934156502,0.940352246,0.784112925,,0.997916615,,,,0.963405817,,0.997916615,,,,0.929554123,,0.997916615,,,
DataScience,machineJS,0.599999991,0.95671006,,0.909340634,0.910714245,,,,,,,,,,,,,,,,,
DataScience,BERT-keras,0.69999999,0.812452836,0.871212102,0.864829378,0.77083331,,,,,,0.916666639,,,,,,0.85000002,,,,,
DataScience,tensorflow-deeplab-v3-plus,0.618181805,0.654186761,,0.651724114,0.645454531,,,,,,,,,,,,0.733333304,,,,,
DataScience,tensorflow_examples,0.778181818,0.572611378,,0.774193605,0.428912782,,,,,,,,,,,,0.838709702,,,,,
DataScience,ml-glossary,0.799999986,0.7811809,0.856617647,0.780946566,0.8125,,,,,,0.878289474,,,,,,0.84375,,,,,
DataScience,eo-learn,0.505263158,0.805658078,0.795196208,0.875009809,0.76505206,,,,0.989361733,,0.952611211,,,,0.989361733,,0.936170215,,,,0.989361733,
DataScience,pdnn,0.679569879,0.776242794,0.906976765,0.917800295,0.805232576,0.930555556,,,,,0.903645806,0.965277778,,,,,0.890931398,0.965277778,,,,
DataScience,Pweave,0.555932194,0.823008909,0.83072371,0.774049028,0.822916667,0.895833333,0.96875,,,,0.823401163,0.888392857,0.96875,,,,0.76625,0.895833333,0.96875,,,
DataScience,yellowbrick,0.610526323,0.970461802,0.987373708,0.9744549,0.975490223,,0.992424213,,,,0.992424213,,0.992424213,,,,0.976430947,,0.992424213,,,
DataScience,zeroshot-imitation,0.800000036,0.54718653,0.733333351,0.48698,0.484126984,,,,,,0.679487155,,,,,,0.525641006,,,,,
DataScience,bindsnet,0.774603151,0.768509277,0.875983093,0.875353325,0.758079409,,,,,,0.890469379,,,,,,0.847117788,,,,,
DataScience,spark-sklearn,0.599999991,0.862059022,0.8375,0.8375,0.875,0.875,,,,,0.875,,,,,,0.875,,,,,
DataScience,attention-ocr,0.749090909,0.728357702,0.895463511,0.687291008,0.778280554,0.769230765,,0.923076889,,,0.898785442,0.923076889,,0.923076889,,,0.786324765,0.769230765,,0.923076889,,
DataScience,pytorch-ssd,0.553333333,0.774607716,0.924206831,0.87595167,0.82817728,,0.978260835,,,,0.943478292,,,,,,0.915941996,,0.978260879,,,
DataScience,Deep-Alignment-Network-A-convolutional-neural-network-for-robust-face-alignment,0.733333304,0.827154905,0.899999979,0.828571483,0.857142849,,,,,,0.928571387,,,,,,0.842857123,,,,,
DataScience,deep_qa,0.66206898,0.951492193,0.977209317,0.943555655,0.961318775,,,,,,0.984103707,,,,,,0.975049931,,,,,
DataScience,ad_examples,0.437410084,0.715208263,0.890219398,0.820251254,0.667036022,,0.989473642,,0.968421068,,0.97105259,,0.989473642,,0.978947326,,0.874385945,,0.989473642,,0.978947326,
DataScience,dmn-tensorflow,0.800000029,0.783241653,0.877777801,0.789238242,0.74999997,0.899999987,,,,,0.877777801,0.899999987,,,,,0.74999997,0.899999987,,,,
DataScience,Xvision,0.799999984,0.185706769,,0.276881726,0.260204082,,,,,,,,,,,,0.15,,,,,
DataScience,Pattern-Recognition-for-Forex-Trading,0.799999971,0.441445355,,0.38704345,0.435185185,,,,,,,,,,,,0.48589745,,,,,
DataScience,deepjazz,0.742857156,0.559523826,,0.522727278,0.678571429,,,,,,,,,,,,0.678571429,,,,,
DataScience,pyart,0.601242222,0.857165808,0.976145067,0.945311782,0.871967438,0.994565199,,,0.994565199,,0.984982859,,,,,,0.922181077,,,,,
DataScience,Clearcut,0.763636364,0.433472437,,0.772727281,0.384848472,,,,,,,,,,,,0.833333308,,,,,
DataScience,PSPNet-tensorflow,0.800000029,0.560485369,,0.556737613,0.5,,,,,,,,,,,,0.633333348,,,,,
DataScience,tensorflow-resnet,0.769230797,0.660888677,0.839506173,0.692144388,0.722222201,,,,,,,,,,,,0.724637674,,,,,
DataScience,GPflow,0.766265043,0.902479591,0.975639181,0.940875242,0.907283657,,,,0.993150692,,0.988584482,,,,,,0.968607313,,,,0.993150692,
DataScience,deepcolor,0.800000017,0.426121469,0.600000016,0.524588057,0.495238118,,,,,,0.64615387,,,,,,0.453333333,,,,,
DataScience,Conditional-PixelCNN-decoder,0.799999988,0.572580635,,0.5,0.5,,,,,,,,,,,,0.5,,,,,
DataScience,RPNplus,0.76,0.369932038,0.39285717,0.374999992,0.25,,,,,,0.416666667,,,,,,0.397058824,,,,,
DataScience,Self-Driving-Car-Demo,0.800000021,0.516584763,,0.5,0.666666667,,,,,,,,,,,,0.75,,,,,
DataScience,InsightFace_TF,0.760233901,0.528134539,0.788269801,0.661786731,0.504572362,,0.969696941,,,,0.852974192,,,,,,0.684138706,,0.969696941,,,
DataScience,R-Net,0.78,0.502056469,0.857142849,0.430379738,0.54285713,,,,,,,,,,,,0.704761927,,,,,
DataScience,tensorflow-shakespeare,0.743859674,0.473647434,,0.520424832,0.497807018,,,,,,,,,,,,0.52,,,,,
DataScience,Deep-Mutual-Learning,0.657142868,0.848512053,,0.87840526,0.850340111,,,,,,,,,,,,0.885714283,,,,,
DataScience,pretrained.ml,0.800000021,0.599020677,0.799999982,0.532614524,0.533333347,,,,,,,,,,,,,,,,,
DataScience,nn_robust_attacks,0.786206871,0.493191632,0.61931817,0.535112372,0.383928571,,,,,,0.682692308,,,,,,0.475,,,,,
DataScience,AI-Practice-Tensorflow-Notes,0.8,0.617057375,0.938095221,0.870405719,0.59192981,,,,,,0.947619044,,,,,,0.910752716,,,,,
DataScience,DDPG-Keras-Torcs,0.788235272,0.547887054,0.626436794,0.623655919,0.742424226,0.833333308,,,,,0.742424226,0.833333308,,,,,0.742424226,0.833333308,,,,
DataScience,TensorFlowDeepAutoencoder,0.76,0.592336142,0.842391304,0.693804498,0.675,,,,,,,,,,,,0.675,,,,,
DataScience,sparkmagic,0.544,0.931040167,0.93765382,0.926170004,0.907608705,,,,0.989130416,,0.929633888,,,,,,0.928260887,,,,0.989130416,
DataScience,tensorfx,0.52,0.858440021,0.916605054,0.868879139,0.85,,,,,,0.921875,,,,,,0.889583333,,,,,
DataScience,AI_Challenger_2017,0.666666655,0.705182256,0.894170824,0.729910636,0.670693076,0.940000021,,,,,0.93047622,,,,,,0.746760586,,,,,
DataScience,nn4nlp-code,0.656,0.602927073,0.897426589,0.584679542,0.620951406,0.878482988,0.986842098,0.986842111,,,0.944951688,,,0.986842111,,,0.798849683,0.879934204,0.986842098,0.986842111,,
DataScience,segmentation_keras,0.66666664,0.486508097,,0.608695642,0.399999984,,,,,,,,,,,,0.599999991,,,,,
DataScience,GUINNESS,0.729411778,0.810026106,0.94444441,0.93448276,0.828282837,0.944444437,,,,,0.94444441,,,,,,0.931524568,,,,,
DataScience,deep-fonts,0.761904797,0.465930462,0.900000015,0.730769258,0.623809552,,,,,,0.900000015,,,,,,0.746153874,,,,,
DataScience,kaggle-quora-dup,0.800000017,0.134821577,,0.095238093,0.117647062,,,,,,,,,,,,0.444444444,,,,,
DataScience,intro_ds,0.799999983,0.843897152,0.961267624,0.87215463,0.841709342,,,,,,0.97652584,,,,,,0.876800996,,,,,
DataScience,nasnet-tensorflow,0.68124999,0.88744971,0.966911741,0.884340918,0.898481998,,,,,,,,,,,,0.904936963,,,,,
DataScience,MachineLearningTrick,0.800000014,0.5,0.5,0.5,0.5,,,,,,0.5,,,,,,0.5,,,,,
DataScience,tf_ner,0.579310358,0.689671706,,0.658914731,0.510204082,,,,,,,,,,,,0.700460862,,,,,
DataScience,MLBox,0.787096798,0.848862774,0.860561915,0.871186685,0.860561915,,,,,,0.860561915,,,,,,0.860561915,,,,,
DataScience,keras-resnet,0.799999988,0.666666667,,,0.666666647,,,,,,,,,,,,,,,,,
DataScience,morb,0.8,0.548834148,0.9272727,0.748075101,0.548989883,,,,,,,,,,,,,,,,,
DataScience,weightnorm,0.533333312,0.594900867,0.666666647,0.645161321,0.555555556,0.666666647,,,,,,,,,,,0.666666647,,,,,
DataScience,cnn_lstm_ctc_ocr,0.690909076,0.825689633,,0.774862758,0.883116898,0.909090882,,,,,,,,,,,0.883116898,0.909090882,,,,
DataScience,keras_extensions,0.762499989,0.713036467,0.714285735,0.836830125,0.670454525,,,,,,0.704545434,,,,,,0.680134668,,,,,
DataScience,LeadQualifier,0.618181805,0,,0,0,,,,,,,,,,,,0,,,,,
DataScience,scikit-rebate,0.799999968,0.909090893,0.909090882,0.909090882,0.909090882,,,,,,0.909090882,,,,,,0.909090882,,,,,
DataScience,tensornets,0.8,0.923586428,0.978260879,0.967421844,0.930434813,,,,,,,,,,,,0.947826118,,,,,
DataScience,sci-pype,0.75897434,0.816111525,0.932117515,0.920899462,0.764866321,,,,,,0.949240159,,,,,,0.928532438,,,,,
DataScience,NeuralTalkAnimator,0.780246877,0.575688323,0.846153842,0.692483028,0.624881299,,,,,,0.846153842,,,,,,0.615384606,,,,,
DataScience,Kaggle_NCFM,0.715789483,0.321283789,,,0.302631579,,,,,,,,,,,,,,,,,
DataScience,SWEM,0.778217792,0.574053013,0.806026592,0.720966618,0.674375313,0.973684203,0.956140389,,,,0.741820782,,0.956140389,,,,0.682748531,0.973684203,0.956140389,,,
DataScience,NEXT,0.72789702,0.784487242,0.958059326,0.784159474,0.872983897,0.975806481,0.983870997,,0.941935512,,0.887096801,,,,0.959677448,,0.903611183,0.973118309,,,0.953917079,
DataScience,CapsNet-Tensorflow,0.62,0.701767617,,0.712153566,0.728571411,,,,,,,,,,,,0.721804538,,,,,
DataScience,snake,0.581818169,0.902124246,0.96551721,0.897877968,0.942528773,,,,0.965517245,,0.965517245,,,,0.965517245,,0.957854444,,,,0.965517245,
DataScience,nematus,0.695035442,0.70388651,0.886718189,0.796132791,0.830056814,0.913076314,0.958730126,0.946031714,,,0.943310629,0.984126927,,0.960317405,,,0.864885817,0.909090886,0.958730126,0.946031714,,
DataScience,sparklingpandas,0.676923102,0.757798292,0.803921549,0.814157106,0.756302511,0.882352938,,,,,0.803921549,,,,,,0.694117618,0.882352938,,,,
DataScience,deep-qa,0.797350973,0.355841328,0.777201184,0.481205834,0.493506479,0.857142819,,,,,0.714285707,,,,,,0.608594667,0.857142819,,,,
DataScience,sketch-rnn,0.800000014,0.740016901,0.866666632,0.771428531,0.730769258,0.899999987,,,,,0.866666632,0.899999987,,,,,0.726666667,0.899999987,,,,
DataScience,utilities,0.759633054,0.575372842,,0.743905277,0.731488145,0.923076889,,,,,,,,,,,0.819930061,0.961538426,,,,
DataScience,Interaction-networks_tensorflow,0.799999988,0.5,,0.5,0.5,,,,,,,,,,,,0.5,,,,,
DataScience,keras-maskrcnn,0.799999968,0.879131823,0.954545426,0.858585896,0.856060581,,,,,,0.954545426,,,,,,0.870629411,,,,,
DataScience,stocksight,0.633846154,0,0,0,0,,,,,,0,,,,,,0,,,,,
DataScience,rnn-from-scratch,0.725581363,0.402134552,0.428571429,0.327493243,0.33082708,,,,,,0.428571409,,,,,,0.467532478,,,,,
DataScience,open_nsfw,0.799999988,,,,,,,,,,,,,,,,,,,,,
DataScience,ConvNetQuake,0.736283173,0.528357396,0.941964269,0.656571002,0.598623864,,,,0.857142819,,0.93707483,,,,,,0.61928572,,,,0.857142819,
DataScience,Lasagne,0.771428585,0.967250143,0.980392122,0.977177783,0.972850623,,,,,,0.980392141,,,,,,0.969498887,,,,,
DataScience,twitter-hatespeech,0.800000016,0.397446562,,0.43421693,0.604743108,0.69090907,,,,,,,,,,,0.637575741,0.69090907,,,,
DataScience,going_deeper,0.800000014,0.576596628,0.75,0.654761915,0.694444444,,,,,,0.75,,,,,,0.75,,,,,
DataScience,insuranceqa-corpus-zh,0.676923102,0.108743373,0.583333333,0.118421051,0.25,,,,,,0.75,,,,,,0.5,,,,,
DataScience,large-batch-training,0.799999968,0.659535431,,,0.666666667,,,,,,,,,,,,,,,,,
DataScience,RecurrentHighwayNetworks,0.771428571,0.563465226,0.870303008,0.68667317,0.646753234,,,,,,0.909090882,,,,,,0.871657778,,,,,
DataScience,ml,0.585365867,0.790804241,0.880072192,0.811201697,0.78414056,,,,,,0.915384604,,,,,,0.786974365,,,,,
DataScience,bnpy,0.750848846,0.776821978,0.930892327,0.819995069,0.793912815,0.991071384,0.980248865,,,,0.955213471,,,,,,0.853864818,0.994047601,0.980248865,,,
DataScience,Direct-Future-Prediction-Keras,0.599999991,0,0,0,0,,,,,,,,,,,,,,,,,
DataScience,Recurrent-Convolutional-Neural-Network-Text-Classifier,,,,,,,,,,,,,,,,,,,,,,
DataScience,keras-mobilenet,0.799999988,0.666666667,,0.666666647,0.666666647,,,,,,,,,,,,,,,,,
DataScience,bitpredict,0.764705861,0.522272749,,0.49467028,0.583333316,,,,,,,,,,,,0.842592593,,,,,
DataScience,SNAP_R,0.799999988,0.5,,0.5,0.5,,,,,,,,,,,,,,,,,
DataScience,VQA-tensorflow,0.783333302,0.326047077,,0.411985011,0.416666667,,,,,,,,,,,,0.549019623,,,,,
DataScience,tf-coreml,0.791836719,0.82736461,0.94463432,0.862098847,0.74973149,,,,,,0.947368414,,,,,,0.766217887,,,,,
DataScience,sklearn-evaluation,0.65454544,0.963549128,0.965277778,0.966539191,0.945075737,,,,,,,,,,,,0.945833356,,,,,
DataScience,ByteNet,0.799999968,0.666666682,0.666666647,0.666666647,0.666666647,,,,,,,,,,,,,,,,,
DataScience,openpose-plus,0.785294096,0.942820493,0.848923611,0.755056412,0.704624403,0.965517245,,,,,0.86729363,0.96551721,,,,,0.774193559,0.965517224,,,,
DataScience,YOLOv3,0.742857177,0.537607898,,0.571428545,0.571428591,,,,,,,,,,,,0.666666647,,,,,
DataScience,Youtube-8M-WILLOW,0.69999999,0.861021975,,0.84756098,0.796875,,,,,,,,,,,,0.796875,,,,,
DataScience,lstm_ctc_ocr,0.769811293,0.591053305,0.807692308,0.734866434,0.538461538,,,,0.9375,,0.799342105,,,,,,0.635775862,,,,0.9375,
DataScience,breast_density_classifier,0.799999968,0.747924822,,0.757575736,0.727272706,,,,,,,,,,,,0.727272706,,,,,
DataScience,CNN-for-Sentence-Classification-in-Keras,0.800000029,0.5,,0.5,0.5,,,,,,,,,,,,0.5,,,,,
DataScience,keras-inceptionV4,0.771428585,0.486606273,,0.535714286,0.410714286,,,,,,,,,,,,0.75,,,,,
DataScience,keras-anomaly-detection,0.753488339,0.569850587,0.803571393,0.529405951,0.423588045,,,,,,0.857142857,,,,,,0.522727284,,,,,
DataScience,DeepPath,0.787878799,0.642016272,0.862612635,0.694898002,0.665384635,,,,,,0.916666639,,,,,,0.706666694,,,,,
DataScience,ecm,0.755555576,0.509593436,,0.621830956,0.564285714,,,,,,,,,,,,0.573529412,,,,,
DataScience,multi-class-text-classification-cnn-rnn,0.799999988,0.367999983,,0.333333341,0.333333323,,,,,,,,,,,,0.40000001,,,,,
DataScience,pathnet,0.758620665,0.696642445,0.846153815,0.784365402,0.726790475,,,,,,0.923076889,,,,,,0.728205134,,,,,
DataScience,neurolab,0.800000014,0.932166536,0.965517245,0.94896552,0.90147785,,,,,,0.96551721,,,,,,0.951724121,,,,,
DataScience,tf-image-segmentation,0.799999988,0.928571401,,0.928571437,0.928571387,,,,,,,,,,,,0.928571387,,,,,
DataScience,ChineseNER,0.648780503,0.50472271,,0.544064759,0.551724138,,,,,,,,,,,,0.554347826,,,,,
DataScience,stellargraph,0.767676797,0.910315191,0.964314039,0.946062103,0.910722629,,,,,,0.972841425,,,,,,0.912522334,,,,,
DataScience,Dynamic-Memory-Networks-in-TensorFlow,0.774999988,0.556120329,0.75,0.538461523,0.25,,,,,,0.75,,,,,,0.5,,,,,
DataScience,deepvariant,0.648979579,0.86211242,0.899198088,0.864683821,0.831784947,0.993243219,,,,,0.906265388,,,,,,0.883422132,0.993243219,,,,
DataScience,onnxmltools,0.71891891,0.942247651,0.965126448,0.971478414,0.943754551,,,,,,0.962162186,,,,,,0.95419633,,,,,
DataScience,pysparkling,0.517514102,0.75720544,0.816703716,0.812009599,0.763485714,,,,0.990000022,,0.849411756,,,,0.990000022,,0.854035098,,,,0.990000022,
DataScience,pixelCNN,0.800000014,0.529520828,0.799999988,0.621694885,0.371428578,,,,,,0.799999988,,,,,,0.799999988,,,,,
DataScience,Tensorflow-Computer-Vision-Tutorial,0.749999989,0.442590657,0.799999988,0.417610074,0.457142865,,,,,,0.799999988,,,,,,0.66666664,,,,,
DataScience,pytorch-tutorial,0.780487823,0.704627772,0.696428571,0.532389597,0.798076923,,,,,,0.869791667,,,,,,0.830645161,,,,,
DataScience,CycleGAN-tensorflow,0.628571439,0.75,0.75,0.75,0.75,,,,,,0.75,,,,,,0.75,,,,,
DataScience,image-super-resolution,0.690909076,0.920402275,0.851190505,0.938201018,0.799242407,,,,,,0.833333308,,,,,,0.833333353,,,,,
DataScience,Make_Money_with_Tensorflow,0.729411744,0.656505422,0.806666667,0.794117625,0.617647041,,,,,,,,,,,,0.833333355,,,,,
DataScience,ntm-one-shot,0.799999968,0.909090941,,0.909090882,0.909090882,,,,,,,,,,,,0.909090882,,,,,
DataScience,enas,0.769465626,0.6421232,0.647376543,0.590182258,0.5625,,,,,,0.636295181,,,,,,0.62195122,,,,,
DataScience,facial-expression-recognition,0.8,0.45961199,0.444444431,0.383197314,0.333333328,,,,,,0.259259252,,,,,,0.259259252,,,,,
DataScience,rapping-neural-network,0.690909076,0.5,,0.5,0.5,,,,,,,,,,,,0.5,,,,,
DataScience,TensorKart,0.766666636,0.430355301,0.36781608,0.519607867,0.242424237,,,,,,0.666666647,,,,,,0.666666683,,,,,
DataScience,PyTorchText,0.795348802,0.660752557,0.820777439,0.736968217,0.638394886,,,,,,0.941176467,,,,,,0.71773825,,,,,
DataScience,DeepLearn-Tensorflow,0.800000029,0.201492553,,,0.166666667,,,,,,,,,,,,,,,,,
DataScience,Keras-FCN,0.778947378,0.805402634,0.928571387,0.765122287,0.777777788,0.928571387,,,,,0.928571387,0.928571387,,,,,0.785714286,0.928571387,,,,
DataScience,g2p-seq2seq,0.622222239,0.745863503,0.8125,0.780220509,0.791666667,,,,,,0.875,,,,,,0.821428571,,,,,
DataScience,T2F,0.771428571,0.582748493,0.916666639,0.780722,0.700248736,,,,,,0.916666647,,,,,,0.769900476,,,,,
DataScience,Deep-Convolution-Stock-Technical-Analysis,0.799999988,0.461538453,0.499999985,0.512820511,0.499999985,,,,,,,,,,,,0.444444444,,,,,
DataScience,DQN_tensorflow,0.63,0.629728611,0.662500016,0.658576,0.662500016,,,,,,0.660714308,,,,,,0.660493827,,,,,
DataScience,PassGAN,0.72,0.761083189,0.949999986,0.690185072,0.642,,,,,,,,,,,,0.786363619,,,,,
DataScience,RNN-Classification,0.8,0.400170385,0.833333308,0.589201897,0.423076908,,,,,,0.833333308,,,,,,0.388888889,,,,,
DataScience,NoiseMaker,0.44,0.927927778,0.971428566,0.93990142,0.946938761,,,,0.952380926,,,,,,,,0.942857117,,,,0.942857138,
DataScience,hierarchical-attention-networks,0.800000021,0.628187331,0.857142819,0.651902673,0.698412708,,,,,,,,,,,,0.714285714,,,,,
DataScience,keras-serving,0.778378368,0.587524465,,0.833333333,0.611111111,,,,,,,,,,,,0.833333308,,,,,
DataScience,tf-encrypted,0.654545455,0.884568886,0.912623892,0.892556673,0.867850857,,0.977719542,0.990825731,,,0.962819925,,0.990825731,0.990825731,,,0.933741057,,0.977719542,0.990825731,,
DataScience,SU4MLC,0.629629619,0.752401085,0.896226446,0.814049981,0.771708698,0.928571387,0.857142819,,,,0.785714278,,,,,,0.770129863,0.928571387,0.857142819,,,
DataScience,Theano,0.729430651,0.837231812,0.886735484,0.877532146,0.840862501,0.972002594,0.987922687,,0.982441473,,0.956989528,0.992753605,0.996376793,,0.993961363,,0.907586308,0.990942011,0.990942011,,0.987555106,
DataScience,samr,0.800000014,0.911436943,0.933333285,0.933333339,0.895238091,,,,,,0.933333285,,,,,,0.933333285,,,,,
DataScience,NeuroNLP2,0.652,0.78987777,0.941666689,0.788270363,0.794166697,,,,,,0.95119045,,,,,,0.835594315,,,,,
DataScience,seglearn,0.8,0.805848709,0.968558271,0.881269592,0.783115672,,,,,,0.953125,,,,,,0.953125,,,,,
DataScience,aboleth,0.72307695,0.843649128,0.970588211,0.8771626,0.83257917,,,,,,,,,,,,0.859133132,,,,,
DataScience,ebgan,,,,,,,,,,,,,,,,,,,,,,
DataScience,keras-rcnn,0.763636347,0.960646828,0.972515846,0.969816916,0.972515846,,,,,,0.976744158,,,,,,0.972515846,,,,,
DataScience,key-value-memory-networks,0.781818165,0.666666642,,0.666666667,0.666666667,,,,,,,,,,,,,,,,,
DataScience,tf-cpn,0.752941155,0.70482479,0.837519607,0.678430244,0.66550119,0.961538426,,,,,0.925824129,0.961538426,,,,,0.798642545,0.961538426,,,,
DataScience,ntm_keras,0.8,0.857142871,,0.857142849,0.857142868,,,,,,,,,,,,0.857142819,,,,,
DataScience,tensorflow-ue4-examples,0.799999968,0.780349795,0.791666667,0.803571448,0.791666667,,,,,,0.791666667,,,,,,0.791666667,,,,,
DataScience,GRU4Rec,0.800000014,0.756477672,0.913003667,0.894605166,0.752747273,0.928571387,0.928571387,,,,0.917582443,,,,,,0.825123166,,,,,
DataScience,tensorflow-101,0.684883691,0.732544577,0.871110265,0.711496047,0.730315187,0.989898991,0.989898991,,0.917171735,,0.902264023,0.989898991,,,0.938475659,,0.802308816,0.989898991,0.989898991,,0.938475659,
DataScience,Chinese-Text-Classification,0.8,0.609464614,,0.75,0.638888889,,,,,,,,,,,,0.75,,,,,
DataScience,Getting-Started-with-TensorFlow,0.792727273,0.612709547,0.881987615,0.892753652,0.579163267,,,,,,0.956521721,,,,,,0.902173896,,,,,
DataScience,Question-Answering,0.509803931,0.650670569,0.896103842,0.688625716,0.634508343,0.909090882,,,,,0.840909066,,,,,,0.672176309,0.909090882,,,,
DataScience,music-source-separation,0.758620665,0.876780605,0.972222215,0.914898657,0.897509549,,,,,,,,,,,,0.932539667,,,,,
DataScience,CNN-from-Scratch,0.8,0.662578795,,0.626865652,0.610526323,,,,,,,,,,,,0.66666664,,,,,
DataScience,face-landmark,0.794029873,0.440645216,0.541666638,0.733287346,0.488095238,,0.75,,,,0.75,,,,,,0.75,,0.75,,,
DataScience,dynamic-training-bench,0.729411744,0.794716729,0.864197508,0.867935163,0.799396675,,,,,,0.861932913,,,,,,0.813186808,,,,,
DataScience,uis-rnn,0.755555576,0.924394178,0.933333285,0.926126114,0.903703668,,,,,,,,,,,,0.91428571,,,,,
DataScience,transformer,0.56170215,0.633412783,0.866666625,0.759111098,0.637426885,,,,,,0.875817018,,,,,,0.67432948,,,,,
DataScience,keras-text-summarization,0.755932191,0.349127089,0.889150975,0.429931912,0.416304362,0.958333333,,,,,0.933333333,,,,,,0.44367284,0.958333305,,,,
DataScience,nmn2,0.618181827,0.779517733,0.829059808,0.828083522,0.800000006,,,0.923076918,,,0.879120834,,,0.923076918,,,0.857142813,,,0.923076918,,
DataScience,caffe-oneclick,0.488888902,0.353559507,0.75,0.530269073,0.411764706,,,,,,,,,,,,0.410714286,,,,,
DataScience,Distribute_MNIST,0.8,,,,,,,,,,,,,,,,,,,,,
DataScience,aws-glue-libs,0.521739141,0.900075539,0.865424445,0.883678184,0.869565201,0.956521721,0.956521729,,0.956521721,,0.923395424,0.956521721,0.956521729,,,,0.950724604,,0.956521729,,,
DataScience,TensorFlow-Pointer-Networks,0.799999988,0.5,0.5,0.5,0.5,,,,,,0.5,,,,,,0.5,,,,,
DataScience,START-Summit-2017-Blockchain-Machine-Learning-Workshop,0.758208977,0.302675594,0.342105263,0.342105263,0.441176471,,,,,,0.5,,,,,,0.458333333,,,,,
DataScience,HereIsWally,0.684444444,0.936759533,0.972402545,0.952617206,0.958333307,,0.98809522,,,,0.977040787,,,,,,0.961236962,,0.98809522,,,
